Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Shipping Type,Previous Purchases,Payment Method
2925,47,Female,Shirt,Clothing,64,Rhode Island,Winter,3.7,Free Shipping,37,Debit Card
2926,54,Female,Sweater,Clothing,91,Illinois,Spring,2.8,Store Pickup,43,Credit Card
2927,64,Female,Handbag,Accessories,82,Maryland,Winter,4.8,2-Day Shipping,9,Cash
2928,45,Female,Shirt,Clothing,24,Missouri,Summer,2.7,Express,15,Venmo
2929,40,Female,Jewelry,Accessories,80,Alabama,Spring,3.6,Store Pickup,17,Credit Card
2930,31,Female,Socks,Clothing,53,Maine,Winter,4.5,Next Day Air,42,Venmo
2931,38,Female,T-shirt,Clothing,50,Mississippi,Spring,4,Free Shipping,14,Venmo
2932,36,Female,Jewelry,Accessories,31,Alabama,Fall,4.5,2-Day Shipping,49,Credit Card
2933,65,Female,Backpack,Accessories,88,Alaska,Spring,3.9,Express,3,PayPal
2934,27,Female,Hat,Accessories,52,Illinois,Summer,3.8,Standard,28,Venmo
2935,38,Female,Gloves,Accessories,22,Idaho,Fall,4.7,Next Day Air,41,Bank Transfer
2936,58,Female,Sneakers,Footwear,27,North Carolina,Spring,4.6,Standard,11,Venmo
2937,31,Female,Skirt,Clothing,34,Washington,Spring,3.6,Express,46,PayPal
2938,28,Female,Handbag,Accessories,39,West Virginia,Spring,4.3,2-Day Shipping,15,Credit Card
2939,28,Female,Sunglasses,Accessories,53,Maine,Fall,3,Standard,15,Cash
2940,32,Female,Sweater,Clothing,46,Kentucky,Winter,4.3,Express,34,Venmo
2941,61,Female,Handbag,Accessories,85,Massachusetts,Summer,4.8,Next Day Air,13,Cash
2942,38,Female,Skirt,Clothing,86,Pennsylvania,Spring,3.7,Free Shipping,27,PayPal
2943,54,Female,Socks,Clothing,63,Hawaii,Summer,2.6,Free Shipping,37,Bank Transfer
2944,29,Female,Shirt,Clothing,44,Virginia,Spring,3.4,Standard,37,Credit Card
2945,50,Female,Sneakers,Footwear,95,New York,Summer,3.9,Free Shipping,4,Venmo
2946,32,Female,Belt,Accessories,49,Delaware,Summer,4.8,Free Shipping,1,Credit Card
2947,38,Female,Pants,Clothing,77,Hawaii,Spring,2.8,Free Shipping,29,Bank Transfer
2948,52,Female,Jewelry,Accessories,63,Nebraska,Spring,4.4,Standard,50,Venmo
2949,61,Female,Pants,Clothing,83,Vermont,Winter,3.1,Standard,38,Debit Card
2950,25,Female,Jewelry,Accessories,93,Iowa,Spring,3.8,Store Pickup,15,PayPal
2951,22,Female,Jeans,Clothing,91,Iowa,Winter,4.1,2-Day Shipping,44,Debit Card
2952,47,Female,Scarf,Accessories,99,Arkansas,Fall,4.6,Free Shipping,14,Cash
2953,50,Female,Belt,Accessories,24,Alabama,Spring,4.9,Next Day Air,5,Debit Card
2954,45,Female,Dress,Clothing,82,Maryland,Summer,4.8,Next Day Air,11,Credit Card
2955,33,Female,T-shirt,Clothing,28,South Dakota,Winter,3.9,Express,15,Credit Card
2956,42,Female,Boots,Footwear,67,Vermont,Winter,2.6,Free Shipping,46,Credit Card
2957,52,Female,Dress,Clothing,88,Montana,Fall,3.7,Standard,30,Venmo
2958,69,Female,Jewelry,Accessories,70,South Dakota,Fall,4.7,Standard,2,Cash
2959,55,Female,Skirt,Clothing,100,Ohio,Summer,4.5,Standard,28,PayPal
2960,38,Female,Handbag,Accessories,28,Texas,Summer,4.7,Free Shipping,9,PayPal
2961,57,Female,Coat,Outerwear,48,Indiana,Spring,3.6,Standard,47,Credit Card
2962,33,Female,Hoodie,Clothing,43,New Hampshire,Fall,2.8,Free Shipping,21,Debit Card
2963,57,Female,Pants,Clothing,40,California,Fall,4,Express,42,Credit Card
2964,52,Female,Boots,Footwear,97,Maine,Spring,3.6,Free Shipping,28,Credit Card
2965,44,Female,Coat,Outerwear,25,Ohio,Fall,3.8,2-Day Shipping,13,Venmo
2966,48,Female,Scarf,Accessories,45,Delaware,Summer,4.4,Standard,25,PayPal
2967,52,Female,Boots,Footwear,49,Oklahoma,Fall,2.8,Store Pickup,38,Debit Card
2968,34,Female,Sneakers,Footwear,36,Indiana,Summer,3.4,Free Shipping,40,Venmo
2969,26,Female,Sweater,Clothing,48,South Carolina,Fall,4.9,Express,25,Cash
2970,36,Female,Belt,Accessories,62,Vermont,Fall,4.3,Next Day Air,20,Cash
2971,24,Female,Jewelry,Accessories,74,Kansas,Winter,3.4,Free Shipping,44,Credit Card
2972,30,Female,Handbag,Accessories,100,Utah,Fall,3.9,Next Day Air,9,PayPal
2973,31,Female,Jacket,Outerwear,39,New York,Fall,4.2,Free Shipping,11,Venmo
2974,25,Female,Boots,Footwear,65,Indiana,Summer,2.7,Store Pickup,3,Bank Transfer
2975,57,Female,Sneakers,Footwear,99,Tennessee,Summer,4.1,Store Pickup,34,Credit Card
2976,61,Female,Scarf,Accessories,68,Georgia,Winter,4.5,2-Day Shipping,48,Cash
2977,30,Female,Coat,Outerwear,97,Nebraska,Summer,2.8,Express,28,Cash
2978,38,Female,Shorts,Clothing,47,Washington,Winter,3.4,Standard,20,Venmo
2979,53,Female,Shorts,Clothing,56,Idaho,Spring,3.9,Free Shipping,49,Bank Transfer
2980,31,Female,Jeans,Clothing,91,Louisiana,Fall,2.6,Next Day Air,14,PayPal
2981,70,Female,Gloves,Accessories,93,New Jersey,Fall,4.4,2-Day Shipping,9,Bank Transfer
2982,21,Female,Pants,Clothing,36,Delaware,Winter,4.9,Standard,37,Venmo
2983,33,Female,Dress,Clothing,45,Wisconsin,Summer,3.6,Store Pickup,4,Credit Card
2984,60,Female,Pants,Clothing,44,West Virginia,Winter,2.8,2-Day Shipping,1,Credit Card
2985,45,Female,Gloves,Accessories,32,Texas,Spring,4.3,2-Day Shipping,36,Debit Card
2986,46,Female,Belt,Accessories,36,Hawaii,Summer,3,Express,21,Cash
2987,62,Female,Belt,Accessories,85,Arizona,Summer,3.3,2-Day Shipping,16,Credit Card
2988,63,Female,Skirt,Clothing,36,Louisiana,Winter,2.5,Store Pickup,42,Cash
2989,69,Female,Socks,Clothing,55,Nevada,Spring,5,2-Day Shipping,31,Debit Card
2990,46,Female,Belt,Accessories,20,Rhode Island,Summer,4.3,2-Day Shipping,6,Credit Card
2991,69,Female,Shirt,Clothing,91,Illinois,Fall,4.2,Free Shipping,24,Venmo
2992,66,Female,Dress,Clothing,71,Utah,Summer,3.9,Standard,7,PayPal
2993,41,Female,Socks,Clothing,64,North Dakota,Spring,3.9,Store Pickup,25,Venmo
2994,32,Female,Jacket,Outerwear,21,Kansas,Spring,4.2,Free Shipping,18,Cash
2995,69,Female,Sweater,Clothing,100,Nevada,Winter,3.5,Store Pickup,14,Bank Transfer
2996,29,Female,Jeans,Clothing,96,Virginia,Summer,2.5,Standard,42,Debit Card
2997,70,Female,Jewelry,Accessories,91,Utah,Spring,2.9,Express,6,Venmo
2998,41,Female,Sweater,Clothing,40,Idaho,Spring,2.7,Next Day Air,14,Venmo
2999,31,Female,Hoodie,Clothing,53,Alaska,Summer,4.7,Express,30,Debit Card
3000,31,Female,Sunglasses,Accessories,48,New Hampshire,Winter,3.8,Standard,10,Cash
3001,57,Female,Sandals,Footwear,70,Ohio,Winter,3.7,Express,7,PayPal
3002,29,Female,Coat,Outerwear,29,Montana,Summer,4.7,Express,28,Credit Card
3003,70,Female,Belt,Accessories,29,Louisiana,Fall,3.6,Next Day Air,19,Bank Transfer
3004,51,Female,Blouse,Clothing,53,Oregon,Fall,2.8,Express,13,Credit Card
3005,45,Female,Skirt,Clothing,79,Arizona,Winter,3.7,Store Pickup,23,Venmo
3006,18,Female,Shorts,Clothing,65,Alaska,Spring,3.5,Express,5,Venmo
3007,37,Female,Dress,Clothing,99,Utah,Summer,3.7,Store Pickup,17,Venmo
3008,23,Female,Sunglasses,Accessories,60,New York,Winter,3,Next Day Air,31,Venmo
3009,39,Female,Shoes,Footwear,86,New Mexico,Winter,4.9,Free Shipping,19,PayPal
3010,62,Female,Belt,Accessories,73,Louisiana,Winter,4.6,Free Shipping,8,Venmo
3011,70,Female,Belt,Accessories,45,Ohio,Winter,3.3,Free Shipping,15,Credit Card
3012,20,Female,Belt,Accessories,70,Nevada,Summer,3,Next Day Air,18,Credit Card
3013,42,Female,Belt,Accessories,65,Idaho,Fall,3.5,Standard,16,PayPal
3014,41,Female,Skirt,Clothing,55,Arizona,Summer,4.2,Store Pickup,13,Cash
3015,24,Female,T-shirt,Clothing,65,Utah,Spring,4.5,Express,38,PayPal
3016,37,Female,Scarf,Accessories,21,Wyoming,Spring,2.8,Express,27,Bank Transfer
3017,30,Female,Blouse,Clothing,26,Indiana,Summer,4.9,Store Pickup,31,Bank Transfer
3018,58,Female,Sunglasses,Accessories,71,Wisconsin,Summer,3.3,Next Day Air,24,Cash
3019,43,Female,Boots,Footwear,41,Texas,Summer,3,Free Shipping,21,Debit Card
3020,19,Female,Jacket,Outerwear,44,Utah,Winter,3.9,2-Day Shipping,15,PayPal
3021,23,Female,Jeans,Clothing,81,Arkansas,Fall,2.8,Store Pickup,48,Venmo
3022,65,Female,Sunglasses,Accessories,77,Pennsylvania,Summer,4.5,2-Day Shipping,47,Cash
3023,58,Female,Sandals,Footwear,26,Georgia,Fall,4,Free Shipping,23,PayPal
3024,50,Female,Backpack,Accessories,31,Indiana,Summer,2.9,Express,4,PayPal
3025,67,Female,Blouse,Clothing,82,Idaho,Spring,4,Free Shipping,47,Credit Card
3026,40,Female,Shoes,Footwear,60,Montana,Summer,3.4,Store Pickup,7,PayPal
3027,55,Female,Shirt,Clothing,70,Tennessee,Fall,2.5,Free Shipping,6,Credit Card
3028,52,Female,Hoodie,Clothing,26,West Virginia,Winter,2.8,2-Day Shipping,47,Credit Card
3029,62,Female,Dress,Clothing,100,California,Summer,3,Free Shipping,7,PayPal
3030,64,Female,Dress,Clothing,82,Georgia,Summer,3.1,Free Shipping,1,Debit Card
3031,43,Female,Sneakers,Footwear,24,Maryland,Spring,2.6,2-Day Shipping,23,Credit Card
3032,61,Female,Blouse,Clothing,74,Idaho,Summer,4.9,2-Day Shipping,30,Credit Card
3033,26,Female,Backpack,Accessories,58,California,Summer,3.5,Next Day Air,24,Credit Card
3034,22,Female,Sweater,Clothing,56,Alabama,Spring,2.6,Store Pickup,9,PayPal
3035,51,Female,Boots,Footwear,37,Utah,Spring,3.5,2-Day Shipping,25,Credit Card
3036,69,Female,Handbag,Accessories,64,Kentucky,Spring,4.5,Free Shipping,18,Cash
3037,50,Female,Hoodie,Clothing,58,Vermont,Spring,4.3,Next Day Air,7,Venmo
3038,51,Female,Belt,Accessories,44,Iowa,Summer,4.8,Next Day Air,2,Cash
3039,56,Female,Jewelry,Accessories,39,Georgia,Summer,4.2,Free Shipping,36,Debit Card
3040,59,Female,Blouse,Clothing,48,Alabama,Spring,3.2,Next Day Air,31,PayPal
3041,18,Female,Handbag,Accessories,32,Nebraska,Fall,4.1,Express,10,Cash
3042,48,Female,Handbag,Accessories,79,Rhode Island,Winter,4,Express,27,PayPal
3043,53,Female,Coat,Outerwear,27,South Dakota,Winter,2.9,Next Day Air,14,PayPal
3044,45,Female,Belt,Accessories,98,Illinois,Fall,2.6,Store Pickup,17,Credit Card
3045,21,Female,Boots,Footwear,67,North Carolina,Winter,2.7,Free Shipping,10,Bank Transfer
3046,42,Female,Socks,Clothing,37,Florida,Winter,4.6,2-Day Shipping,4,PayPal
3047,60,Female,Shoes,Footwear,49,Pennsylvania,Spring,3.2,Store Pickup,25,Cash
3048,21,Female,Sneakers,Footwear,74,Vermont,Fall,4.1,2-Day Shipping,3,PayPal
3049,69,Female,Jewelry,Accessories,93,Colorado,Summer,3.9,Standard,47,Venmo
3050,40,Female,Handbag,Accessories,60,Utah,Summer,3,Next Day Air,41,Bank Transfer
3051,31,Female,Coat,Outerwear,76,Kentucky,Spring,3.6,Standard,28,Venmo
3052,44,Female,Sunglasses,Accessories,64,Wyoming,Summer,4.6,Express,49,Debit Card
3053,48,Female,Shoes,Footwear,38,Maine,Spring,4.5,Store Pickup,7,Bank Transfer
3054,32,Female,Shoes,Footwear,91,Maine,Winter,3.2,Next Day Air,22,Bank Transfer
3055,42,Female,Boots,Footwear,70,New Hampshire,Summer,4.9,2-Day Shipping,34,Venmo
3056,27,Female,Sandals,Footwear,22,Kansas,Fall,5,Standard,5,Debit Card
3057,69,Female,Gloves,Accessories,59,New Jersey,Spring,3.8,Standard,15,Cash
3058,67,Female,Backpack,Accessories,22,North Carolina,Spring,3.4,Next Day Air,26,Bank Transfer
3059,41,Female,Handbag,Accessories,74,West Virginia,Winter,3.8,Store Pickup,3,Bank Transfer
3060,46,Female,Sweater,Clothing,71,Kentucky,Spring,3.2,Express,42,Credit Card
3061,47,Female,Coat,Outerwear,80,California,Summer,4.7,Store Pickup,1,Venmo
3062,33,Female,T-shirt,Clothing,59,South Dakota,Fall,4.5,Express,20,PayPal
3063,51,Female,Backpack,Accessories,96,California,Fall,3.3,Standard,39,PayPal
3064,26,Female,Sunglasses,Accessories,43,Connecticut,Winter,3.9,Store Pickup,24,Credit Card
3065,22,Female,Belt,Accessories,76,Idaho,Winter,3.6,Express,49,Bank Transfer
3066,49,Female,Jacket,Outerwear,59,North Dakota,Fall,2.8,Store Pickup,7,Venmo
3067,58,Female,Skirt,Clothing,48,Michigan,Summer,4.3,Free Shipping,13,Venmo
3068,70,Female,Belt,Accessories,22,Missouri,Spring,3.5,Free Shipping,2,Cash
3069,32,Female,Boots,Footwear,40,California,Winter,4.2,Express,4,Debit Card
3070,62,Female,Jeans,Clothing,73,Delaware,Spring,4.6,Express,17,Debit Card
3071,52,Female,Shoes,Footwear,26,Alabama,Fall,2.6,Free Shipping,43,PayPal
3072,23,Female,Sweater,Clothing,41,New Hampshire,Spring,3.4,Next Day Air,6,PayPal
3073,26,Female,Jewelry,Accessories,98,New York,Spring,3.1,Standard,46,PayPal
3074,58,Female,Shirt,Clothing,63,Oregon,Winter,3.6,Free Shipping,7,Debit Card
3075,26,Female,Boots,Footwear,55,Massachusetts,Winter,4.2,Next Day Air,34,Debit Card
3076,54,Female,Shorts,Clothing,90,Utah,Winter,3.6,Standard,21,PayPal
3077,66,Female,Handbag,Accessories,46,New Hampshire,Summer,3.6,Express,13,Venmo
3078,60,Female,Sweater,Clothing,88,Illinois,Spring,3,Store Pickup,33,Debit Card
3079,32,Female,Belt,Accessories,95,Alaska,Spring,2.5,2-Day Shipping,24,Bank Transfer
3080,48,Female,Belt,Accessories,31,Wyoming,Fall,4,Store Pickup,4,Bank Transfer
3081,69,Female,Hoodie,Clothing,42,Colorado,Spring,4.1,Next Day Air,5,Cash
3082,64,Female,Sneakers,Footwear,44,Vermont,Winter,4.9,Next Day Air,11,Credit Card
3083,56,Female,T-shirt,Clothing,99,Utah,Spring,4,Next Day Air,20,Bank Transfer
3084,22,Female,Pants,Clothing,20,Illinois,Summer,3.5,Store Pickup,28,PayPal
3085,46,Female,Scarf,Accessories,37,Idaho,Spring,3.2,Store Pickup,43,PayPal
3086,24,Female,Sweater,Clothing,50,Nevada,Winter,2.8,Store Pickup,10,Venmo
3087,47,Female,Handbag,Accessories,73,Utah,Summer,3.5,Next Day Air,26,Venmo
3088,62,Female,Shirt,Clothing,84,North Carolina,Spring,3.1,Free Shipping,29,Bank Transfer
3089,34,Female,Dress,Clothing,64,Arkansas,Spring,3.3,Store Pickup,35,Bank Transfer
3090,50,Female,Sandals,Footwear,21,North Carolina,Fall,4.6,Free Shipping,23,Cash
3091,29,Female,Shirt,Clothing,36,Texas,Summer,4.9,Store Pickup,15,Bank Transfer
3092,68,Female,Dress,Clothing,81,Nevada,Winter,3.4,2-Day Shipping,46,Credit Card
3093,52,Female,Sunglasses,Accessories,54,Utah,Fall,3.5,Next Day Air,14,Bank Transfer
3094,29,Female,Socks,Clothing,63,Pennsylvania,Summer,4.8,Store Pickup,17,Cash
3095,22,Female,Sandals,Footwear,59,Georgia,Summer,2.7,Store Pickup,9,Cash
3096,62,Female,Hat,Accessories,53,Minnesota,Fall,3.4,Standard,13,Venmo
3097,69,Female,Shirt,Clothing,63,Kansas,Winter,3.5,Next Day Air,20,Bank Transfer
3098,48,Female,Shoes,Footwear,33,Delaware,Fall,3.7,Free Shipping,39,Bank Transfer
3099,66,Female,Pants,Clothing,64,New Mexico,Summer,3.3,Next Day Air,50,Bank Transfer
3100,42,Female,Shirt,Clothing,98,Michigan,Fall,2.9,Free Shipping,21,Bank Transfer
3101,50,Female,Hat,Accessories,85,Vermont,Winter,3.9,Express,3,Bank Transfer
3102,32,Female,Jewelry,Accessories,82,Idaho,Summer,2.7,Express,9,PayPal
3103,51,Female,Jacket,Outerwear,85,South Dakota,Summer,4.3,Standard,29,Cash
3104,27,Female,Shirt,Clothing,37,Illinois,Winter,3,2-Day Shipping,42,Bank Transfer
3105,43,Female,Pants,Clothing,56,Georgia,Summer,5,2-Day Shipping,41,Debit Card
3106,48,Female,Skirt,Clothing,33,Oregon,Fall,2.7,Express,17,Debit Card
3107,62,Female,Sandals,Footwear,57,Alabama,Winter,4.7,Next Day Air,20,PayPal
3108,65,Female,Blouse,Clothing,31,Hawaii,Winter,4.6,Standard,18,Credit Card
3109,50,Female,Socks,Clothing,69,Oregon,Fall,3.2,2-Day Shipping,7,PayPal
3110,60,Female,Jacket,Outerwear,92,Illinois,Winter,4.3,Free Shipping,47,Bank Transfer
3111,19,Female,Handbag,Accessories,46,Texas,Fall,4.6,Next Day Air,2,Bank Transfer
3112,21,Female,Belt,Accessories,81,Kansas,Spring,4.9,Free Shipping,25,Debit Card
3113,19,Female,Blouse,Clothing,97,Texas,Fall,3.8,Express,26,Venmo
3114,46,Female,Shirt,Clothing,93,Nebraska,Summer,2.6,Express,2,Debit Card
3115,21,Female,Handbag,Accessories,56,Arkansas,Spring,4.7,Store Pickup,45,Venmo
3116,26,Female,Scarf,Accessories,53,South Dakota,Fall,4.1,Free Shipping,9,Bank Transfer
3117,50,Female,Coat,Outerwear,66,Montana,Spring,3.7,Store Pickup,1,Venmo
3118,43,Female,Hoodie,Clothing,50,Florida,Fall,3,Free Shipping,4,PayPal
3119,61,Female,Shorts,Clothing,97,Virginia,Summer,4.7,Standard,31,Debit Card
3120,63,Female,Sandals,Footwear,79,Louisiana,Winter,4.7,2-Day Shipping,21,Credit Card
3121,46,Female,Shirt,Clothing,76,Louisiana,Fall,4,Store Pickup,32,Debit Card
3122,63,Female,Hoodie,Clothing,38,Louisiana,Fall,2.6,Standard,16,Venmo
3123,23,Female,Socks,Clothing,45,Georgia,Fall,3,Express,34,Credit Card
3124,57,Female,Handbag,Accessories,77,Iowa,Fall,3.3,Next Day Air,40,Venmo
3125,57,Female,Jewelry,Accessories,51,California,Summer,3.4,Standard,4,Cash
3126,33,Female,Coat,Outerwear,26,Oregon,Spring,4,Standard,3,Cash
3127,57,Female,Sunglasses,Accessories,76,Maine,Winter,2.6,Store Pickup,28,Bank Transfer
3128,55,Female,Gloves,Accessories,94,Louisiana,Winter,3.4,Free Shipping,43,Credit Card
3129,65,Female,Jacket,Outerwear,32,Arkansas,Fall,4.4,Standard,20,Cash
3130,60,Female,Sandals,Footwear,20,Maryland,Summer,4.7,Express,40,Venmo
3131,52,Female,Pants,Clothing,20,Vermont,Summer,4.5,Store Pickup,34,Venmo
3132,34,Female,Jacket,Outerwear,59,North Dakota,Fall,2.9,Store Pickup,11,Bank Transfer
3133,33,Female,Sweater,Clothing,97,Michigan,Summer,4.2,Express,26,Cash
3134,58,Female,T-shirt,Clothing,68,Arkansas,Spring,4.1,Next Day Air,29,Cash
3135,35,Female,Boots,Footwear,66,Kentucky,Spring,4.4,Store Pickup,47,Bank Transfer
3136,68,Female,Shoes,Footwear,85,Indiana,Spring,4.7,Free Shipping,48,Venmo
3137,58,Female,Skirt,Clothing,32,Minnesota,Fall,3.1,Next Day Air,29,Cash
3138,34,Female,Coat,Outerwear,44,Louisiana,Spring,2.7,2-Day Shipping,14,Bank Transfer
3139,47,Female,Blouse,Clothing,95,Kentucky,Fall,4.6,Next Day Air,40,Cash
3140,35,Female,Sunglasses,Accessories,85,Georgia,Winter,4.4,Next Day Air,4,Venmo
3141,34,Female,Gloves,Accessories,44,Alaska,Summer,4.6,Free Shipping,37,Bank Transfer
3142,36,Female,Sunglasses,Accessories,30,Mississippi,Winter,4.9,Express,47,Credit Card
3143,23,Female,Sneakers,Footwear,21,Kansas,Winter,4,2-Day Shipping,1,Venmo
3144,68,Female,Hoodie,Clothing,22,Arizona,Summer,2.9,Store Pickup,26,Cash
3145,23,Female,Boots,Footwear,70,Maine,Spring,2.6,Free Shipping,12,Debit Card
3146,57,Female,Handbag,Accessories,29,Texas,Spring,4.6,Standard,16,PayPal
3147,21,Female,Shirt,Clothing,83,Virginia,Winter,4.9,Free Shipping,19,PayPal
3148,45,Female,Sweater,Clothing,99,North Dakota,Winter,4.3,Express,21,Credit Card
3149,37,Female,Shorts,Clothing,35,West Virginia,Fall,4.3,Free Shipping,15,Venmo
3150,18,Female,Belt,Accessories,40,North Carolina,Winter,4.6,Free Shipping,9,Venmo
3151,55,Female,Blouse,Clothing,25,Georgia,Spring,2.6,Express,7,Bank Transfer
3152,52,Female,T-shirt,Clothing,64,New Mexico,Fall,3.1,2-Day Shipping,47,Bank Transfer
3153,49,Female,Belt,Accessories,90,North Carolina,Fall,3.1,Store Pickup,17,PayPal
3154,56,Female,Socks,Clothing,88,Alabama,Fall,3.1,Next Day Air,46,Venmo
3155,27,Female,Belt,Accessories,55,Connecticut,Winter,4.4,Standard,32,Cash
3156,22,Female,Handbag,Accessories,90,Montana,Fall,4.3,Free Shipping,34,Cash
3157,18,Female,Shirt,Clothing,50,Montana,Winter,3.1,2-Day Shipping,18,Cash
3158,21,Female,Belt,Accessories,34,Maine,Fall,3.1,Store Pickup,5,Debit Card
3159,30,Female,Jewelry,Accessories,77,Mississippi,Winter,4.9,2-Day Shipping,44,Credit Card
3160,62,Female,Hat,Accessories,89,Louisiana,Winter,2.9,Store Pickup,4,Bank Transfer
3161,28,Female,Backpack,Accessories,87,Nebraska,Fall,3.8,Next Day Air,37,Cash
3162,66,Female,Dress,Clothing,77,Massachusetts,Winter,4.2,2-Day Shipping,43,Cash
3163,66,Female,Shoes,Footwear,85,Wisconsin,Winter,3.9,Standard,28,Bank Transfer
3164,49,Female,Pants,Clothing,66,Nebraska,Summer,2.8,Express,36,Cash
3165,40,Female,Dress,Clothing,32,Arizona,Winter,2.6,Standard,16,Credit Card
3166,49,Female,Jacket,Outerwear,92,Hawaii,Spring,3,Store Pickup,38,Bank Transfer
3167,19,Female,Shirt,Clothing,80,Georgia,Winter,2.7,Next Day Air,37,Bank Transfer
3168,24,Female,Dress,Clothing,78,Oregon,Fall,2.8,2-Day Shipping,9,Cash
3169,31,Female,Jeans,Clothing,24,Montana,Spring,2.9,2-Day Shipping,14,PayPal
3170,35,Female,T-shirt,Clothing,59,Georgia,Fall,3.8,Free Shipping,3,Venmo
3171,65,Female,Sunglasses,Accessories,41,Rhode Island,Spring,4.4,Express,10,Credit Card
3172,68,Female,Jewelry,Accessories,26,Tennessee,Spring,3.1,Express,26,Bank Transfer
3173,57,Female,Socks,Clothing,52,Missouri,Fall,3.7,Standard,30,Debit Card
3174,69,Female,Skirt,Clothing,46,Washington,Summer,4.9,Next Day Air,32,PayPal
3175,45,Female,Pants,Clothing,52,Oklahoma,Winter,3.8,Store Pickup,35,PayPal
3176,35,Female,Socks,Clothing,42,Connecticut,Fall,3.4,Store Pickup,26,Debit Card
3177,36,Female,Sandals,Footwear,37,Arkansas,Spring,4.6,2-Day Shipping,39,Credit Card
3178,55,Female,Belt,Accessories,52,Missouri,Fall,3.2,Standard,31,Credit Card
3179,66,Female,Sandals,Footwear,34,Washington,Spring,2.7,Free Shipping,28,Credit Card
3180,57,Female,Shorts,Clothing,88,Idaho,Spring,4.3,Free Shipping,12,Debit Card
3181,18,Female,Handbag,Accessories,88,Montana,Fall,3.8,Standard,46,PayPal
3182,31,Female,Jacket,Outerwear,51,Montana,Summer,4.4,Free Shipping,27,PayPal
3183,50,Female,Sunglasses,Accessories,97,Georgia,Fall,3.6,Free Shipping,4,Credit Card
3184,50,Female,Sneakers,Footwear,56,Mississippi,Winter,3.5,Standard,14,Cash
3185,61,Female,Sweater,Clothing,53,Hawaii,Spring,4.2,2-Day Shipping,30,Venmo
3186,52,Female,Skirt,Clothing,71,Ohio,Fall,4.7,Express,6,PayPal
3187,38,Female,Jewelry,Accessories,93,Virginia,Winter,4.8,Store Pickup,43,Venmo
3188,67,Female,Blouse,Clothing,72,Texas,Winter,3.2,Free Shipping,28,Debit Card
3189,42,Female,Blouse,Clothing,59,Vermont,Winter,3.5,Standard,39,Bank Transfer
3190,25,Female,Boots,Footwear,87,Kansas,Summer,4.2,Store Pickup,30,PayPal
3191,41,Female,Jeans,Clothing,78,California,Fall,3.4,Free Shipping,5,Credit Card
3192,62,Female,Hoodie,Clothing,68,Mississippi,Winter,4.7,Store Pickup,42,Credit Card
3193,19,Female,Sweater,Clothing,76,Iowa,Fall,3,Free Shipping,20,Cash
3194,63,Female,Gloves,Accessories,99,Virginia,Winter,4,Express,35,Credit Card
3195,43,Female,Sneakers,Footwear,52,Maryland,Summer,4.6,Standard,10,Credit Card
3196,68,Female,Sunglasses,Accessories,58,Missouri,Spring,4.9,Next Day Air,36,Credit Card
3197,24,Female,Belt,Accessories,59,Wisconsin,Winter,2.8,Express,21,Debit Card
3198,27,Female,Sweater,Clothing,71,Maine,Spring,3.2,Free Shipping,29,Credit Card
3199,61,Female,Gloves,Accessories,94,Pennsylvania,Winter,2.8,Free Shipping,39,Debit Card
3200,59,Female,Handbag,Accessories,40,Maine,Winter,4.2,Express,16,PayPal
3201,67,Female,Socks,Clothing,24,Missouri,Spring,4.8,Free Shipping,32,Credit Card
3202,46,Female,Pants,Clothing,38,Vermont,Fall,2.8,2-Day Shipping,34,Cash
3203,65,Female,Scarf,Accessories,37,Wisconsin,Fall,4.5,Standard,38,Venmo
3204,63,Female,Coat,Outerwear,29,New Jersey,Spring,4.1,Express,14,Venmo
3205,57,Female,Jacket,Outerwear,92,New Mexico,Fall,4.3,Free Shipping,23,Debit Card
3206,40,Female,Hoodie,Clothing,24,Colorado,Fall,4.4,2-Day Shipping,50,Bank Transfer
3207,36,Female,Boots,Footwear,52,California,Winter,3,Free Shipping,49,PayPal
3208,67,Female,Socks,Clothing,29,Arizona,Summer,2.7,Next Day Air,14,PayPal
3209,61,Female,Jewelry,Accessories,30,Indiana,Winter,3.3,2-Day Shipping,42,PayPal
3210,64,Female,Shoes,Footwear,31,Arkansas,Fall,4.3,Standard,39,Debit Card
3211,30,Female,Socks,Clothing,67,Nevada,Summer,2.9,Express,43,Venmo
3212,53,Female,Pants,Clothing,65,Rhode Island,Winter,4.9,Standard,12,Cash
3213,27,Female,Sneakers,Footwear,22,Wyoming,Winter,3.6,2-Day Shipping,21,Debit Card
3214,27,Female,Sunglasses,Accessories,56,Texas,Winter,3.3,Standard,33,Credit Card
3215,53,Female,Skirt,Clothing,78,Washington,Spring,3.1,Free Shipping,6,Debit Card
3216,34,Female,Coat,Outerwear,90,Rhode Island,Summer,2.7,Free Shipping,10,PayPal
3217,39,Female,Hoodie,Clothing,85,Illinois,Winter,3.4,Next Day Air,18,Cash
3218,44,Female,Sunglasses,Accessories,58,Oregon,Fall,3.4,Express,46,Venmo
3219,37,Female,Skirt,Clothing,34,Florida,Fall,3.9,Express,49,PayPal
3220,57,Female,Coat,Outerwear,40,Kansas,Summer,3.5,2-Day Shipping,39,Credit Card
3221,38,Female,Handbag,Accessories,29,North Dakota,Fall,4.1,Free Shipping,16,Cash
